no,barcode,name,description,weight,width,lenght,height,price
742,5314395177,Honey Roasted Peanuts,"Crunchy peanuts coated in honey, perfect for snacking.",10801,44955,99812,67244,3.19
743,1743284454,Nordic Berry Smoothie,Frozen smoothie blend with berries for a quick and healthy breakfast.,16419,28289,104906,74299,3.99
744,7105023368,Salt and Pepper Grinder Set,Adjustable grinders for fresh spices at the table.,17711,12624,31239,30120,19.99
745,7455104294,Crafting Kit,Complete crafting kit for kids and adults.,13721,974,79214,16798,29.99
746,3828975747,Peach Halves (canned),"Sweet peach halves packed in juice, great for desserts.",1867,33742,72523,87455,2.49
747,5023970272,Honey Butter Popcorn,Light and fluffy popcorn coated in sweet honey butter.,10846,50941,34648,61620,2.99
748,7843445064,Sweet Pea Hummus,Creamy hummus made with sweet peas and tahini.,11392,44991,16751,50651,4.29
749,5929781974,Organic Coconut Water,Refreshing coconut water packed with electrolytes for hydration.,10098,8097,78017,28397,2.79
750,7392386387,Camping Chair with Cooler,Foldable chair equipped with a cooler pouch.,9647,5878,36497,53377,49.99
751,0090592646,Cinnamon Apple Sauce,Delicious apple sauce with a hint of cinnamon,13995,42038,104267,86486,2.49
752,2527281133,Gardening Kneeler and Seat,Foldable kneeler that doubles as a seat for gardening convenience.,22664,14714,56186,15309,39.99
753,0317217631,Elderberry Syrup Kit,DIY kit to make your own elderberry syrup.,1359,78769,30664,76188,22.99
754,0755103769,LED Disco Ball Light,Fun light that creates a disco atmosphere for parties.,11678,66496,21504,20705,19.99
755,7419258198,Garden Hose,Durable 50-foot garden hose with nozzle.,20301,71000,114787,57329,32.99
756,7446908505,Desk Lamp with USB Port,Modern desk lamp that features a built-in USB charging port.,28984,55751,30240,37964,29.99
757,4520849195,Pineapple Rings,Delicious canned pineapple rings for desserts or salads.,18691,32393,106040,42468,2.49
758,6473678743,Fitness Jump Rope,Durable jump rope for cardio workouts.,26988,5464,26148,10303,15.99
759,9539857872,Pasta Primavera,Frozen vegetable primavera for quick meals.,25663,34011,18037,47358,4.99
760,9855536207,Sesame Ginger Dressing,"Tangy dressing perfect for salads and marinades, with sesame and ginger flavors.",24845,65562,55039,34049,4.09
761,7233789002,Greek Feta Cheese,Creamy and crumbly cheese for salads and dishes.,24910,73766,6367,76085,4.99
762,8122397018,Heavy-Duty Utility Tote,"Large, durable tote bag for shopping and outdoor activities.",4879,82449,52608,28523,34.99
763,4822070611,Roasted Garlic Aioli,Flavored aioli made with roasted garlic,25402,27854,100383,58544,3.79
764,8652404577,Marinara Sauce,Classic marinara sauce for all pasta dishes.,10196,46635,24030,11359,3.49
765,8138696559,Wireless Game Controller,Ergonomic wireless controller for gaming consoles.,19836,71597,105321,25454,39.99
766,6934290569,Coconut Milk Ice Cream,"Dairy-free ice cream made with coconut milk, creamy and delicious.",25235,79002,10358,6368,6.99
767,4729201426,Chickpea Pasta,Healthy pasta alternative made from chickpeas,22117,16780,9059,94710,4.19
768,2860406905,Pasta (Linguine),"Thin, flat pasta perfect for various sauces.",1707,42633,84566,61535,1.89
769,3113792770,Pumpkin Spice Granola,Crunchy granola with pumpkin spice flavor.,24363,63698,3811,62185,4.99
770,7259950005,Cauliflower Rice Stir-Fry,Frozen cauliflower rice blended with mixed vegetables and seasonings.,1993,52914,88846,50136,4.99
771,0921713088,Wireless Mouse,Ergonomic wireless mouse with adjustable DPI.,1546,19467,29583,8004,25.99
772,3511449464,Basil Lemonade,Refreshing basil-infused lemonade for a cool drink.,23957,25836,96391,71961,2.99
773,1438995601,Classic Caesar Dressing,Rich and creamy Caesar dressing for salads and wraps.,23205,13066,89413,85224,3.49
774,5804452398,Dark Chocolate Almond Butter Cups,Rich almond butter encased in dark chocolate.,23777,78728,117092,40261,4.99
775,3638686655,Almond Milk Yogurt,"Creamy yogurt made from almond milk, vegan-friendly.",20764,49930,50406,25626,1.99
776,9304714257,Ginger Turmeric Shots,Ready-to-drink shots made with fresh ginger and turmeric.,16777,70049,10909,8858,3.99
777,7055384451,Coconut Bowls Set,Handmade eco-friendly bowls made from real coconuts.,14674,22966,117528,55675,22.99
778,8204869568,Shatterproof Wine Glasses,"Durable, unbreakable wine glasses for outdoor use.",14388,1929,105642,37471,24.99
779,1035956950,Organic Baby Carrots,Fresh and crunchy baby carrots ready for snacking.,16508,43169,97761,23493,2.99
780,3271143501,Gaming Mousepad,Oversized gaming mousepad with smooth surface.,25252,49629,62405,61514,19.99
781,2276299010,Digital Food Scale,Precision digital scale for accurate cooking measurements.,1867,68339,101236,1935,22.99
782,6001664358,Garden Vegetable Chips,"Crispy chips made from assorted garden vegetables, lightly salted.",26354,35793,106482,8335,3.49
783,0896330702,Garlic Parmesan Wings,Frozen chicken wings with garlic parmesan sauce.,9642,15192,23917,12840,8.99
784,0250476584,Smartphone Gimbal Stabilizer,Stabilizer for smooth video recording with smartphones.,25627,41394,81146,88684,89.99
785,8308442641,Motorcycle Phone Mount,Universal mount for smartphones on motorcycles.,11143,3913,86035,82009,14.99
786,3097784705,Apple Cinnamon Instant Oatmeal,"Quick oatmeal packets infused with apple and cinnamon, perfect for breakfast.",17193,7241,102644,57368,3.49
787,8300046747,Kettle Corn Popcorn,"Sweet and salty kettle corn, perfect for snacking.",17457,81066,96222,91426,2.99
788,5622956145,Pet Nail Clipper,Safe and easy-to-use nail clippers for pets.,6809,53160,27723,5405,12.99
789,9272342171,Sweet Potatoes (organic),"Fresh organic sweet potatoes, great for roasting or mashing.",26213,57351,44028,80147,1.99
790,1054946205,Window Bird Feeder with Suction Cups,Clear feeder that attaches to windows for bird watching.,11280,21415,101987,91649,28.99
791,0208224882,Chickpea Snack Mix,"Crunchy, seasoned chickpeas for a wholesome snack.",20659,12237,44463,75109,3.49
792,6365429312,Pressure Cooker,Instant pressure cooker with multiple cooking settings.,8950,10600,98065,67875,89
793,1351656937,Collapsible Pet Dog Bowl,Travel-friendly dog bowl that is collapsible for easy storage.,24624,68072,86407,45968,9.99
794,3006874846,Sweet Potato Fries,"Crispy sweet potato fries, a delicious side dish.",1333,3305,53214,75541,3.99
795,2743147164,Caramel Sauce,Rich sauce for desserts and ice cream.,17169,51775,110331,86406,3.49
796,2866902041,Portable Solar Charger,Solar-powered charger for smartphones and tablets.,1822,49647,76914,54288,29.99
797,2358187577,Smartphone Projector Kit,DIY kit to convert your smartphone into a mini projector.,10589,71330,24595,12709,24.99
798,2621309100,Black Bean Salsa,Spicy salsa made with black beans and tomatoes.,19001,52790,116072,76680,3.49
799,4421037362,Pet Hair Remover,Effective roller for removing pet hair from furniture.,3101,31542,77820,47448,9.99
800,0706358511,Spaghetti Sauce,"Rich spaghetti sauce, a perfect pasta sauce.",11521,31704,87312,21736,2.99
801,6912254497,Ceramic Bakeware Set,Durable ceramic bakeware for casseroles and desserts.,26381,65997,57496,10239,49.99
802,5389019997,Hydration Backpack,Lightweight backpack with an insulated water reservoir for hydration on the go.,21062,27811,32298,79949,39.99
803,7931500709,LED Christmas Tree Lights,String lights for decorating holiday trees.,28231,59109,228,2868,34.99
804,3211849637,Spicy Kimchi,"Traditional Korean fermented vegetables, packed with flavor.",18083,36908,59965,10212,4.79
805,7838259584,Frozen Fruit Medley,"A mix of strawberries, blueberries, and raspberries, perfect for smoothies.",15819,26709,93854,34201,5.99
806,6114048199,Kale Caesar Salad Kit,Fresh kale with Caesar dressing and croutons.,27851,87243,74767,10307,5.99
807,0839338139,Peanut Butter Granola,Crunchy granola full of peanut butter flavor and oats.,15752,74694,516,6999,4.99
808,8446870673,Almond Flour Bread Mix,Gluten-free bread mix made with almond flour.,19460,71263,43238,24690,4.89
809,0009381333,Biodegradable Phone Case,Eco-friendly phone case designed to decompose safely.,1146,37642,20683,70703,23.99
810,7456328404,Ready-to-Eat Chili,"Spicy chili in a can, ready to eat for a filling meal.",12088,31457,44169,96703,2.99
811,0797368558,Noise-Canceling Earbuds,Wireless earbuds designed for immersive sound experience.,6836,69802,88001,75121,79.99
812,2908453533,Maple Bacon Jerky,Savory bacon jerky coated with maple flavoring.,12376,83183,59080,38640,6.99
813,1268068012,Cable Knit Cardigan,Cozy cable knit cardigan to layer during chilly evenings.,6173,26145,46457,45498,49.99
814,1724021567,Casual Cropped Sweater,A trendy cropped sweater perfect for a casual look.,9479,9321,108373,58388,39.99
815,5331790488,Apple Pie Filling,"Sweet and spiced apple filling, perfect for pies.",5694,10361,86168,11746,3.49
816,6610357366,Pepperoni Pizza Rolls,"Savory pizza rolls filled with pepperoni and cheese, ready to bake and enjoy in minutes.",1893,42861,8363,96344,6.99
817,2950879705,Wrap Jumpsuit,Chic wrap jumpsuit that flatters the body and is perfect for any occasion.,22545,62299,32272,73851,54.99
818,4723339884,Mesh Laundry Bags Set,Laundry bags perfect for delicates and organizing clothes.,15846,29121,1336,73490,12.99
819,4827404941,Manual Coffee Grinder,Compact coffee grinder for fresh ground coffee beans.,13374,56896,82472,51753,22.99
820,5706684642,Teriyaki Tofu Stir-Fry,Tofu stir-fried with fresh vegetables in teriyaki sauce.,8849,81188,105801,45574,7.49
821,7138769873,Electric Razor,Rechargeable electric razor for a smooth shave.,27621,10309,107499,86512,59.99
822,9347219398,Kids' Outdoor Explorer Kit,Fun kit for aspiring explorers with binoculars and a compass.,15353,53890,10789,52636,24.99
823,7870261254,Children's Science Experiment Lab Kit,STEM-based kit for kids featuring cool science experiments.,845,89451,74252,41236,29.99
824,8913094762,Scented Candles,Set of three aromatic candles with various scents.,22375,37788,77698,13519,19.99
825,8479169850,Active Racerback Tank,Lightweight and moisture-wicking racerback tank for workouts.,27717,19927,114494,24739,24.99
826,2939802483,Frozen Chicken Nuggets,Crispy chicken nuggets for quick meals.,23515,15389,36438,55259,4.49
827,1719857172,Silicone Baking Molds,Set of flexible molds for baking cakes and pastries.,23268,31217,74809,99912,15.99
828,1148884750,Fleece Throw Blanket,"Super soft fleece blanket, perfect for coziness.",722,2446,19446,42079,29.99
829,3536321194,Compact Hair Dryer,Lightweight hair dryer with multiple speed settings.,13198,85457,105612,84128,29.99
830,5146587205,Garlic Parmesan Roasted Nuts,"Savory, roasted nuts seasoned with garlic and parmesan.",36,82388,33473,73607,4.89
831,6835993839,Pet First Aid Kit,Essential kit for taking care of your pets' health emergencies.,25701,25899,80771,38741,29.99
832,3031685261,Desk Lamp with USB Port,Modern desk lamp that features a built-in USB charging port.,764,14290,81854,88338,29.99
833,6882896224,Tailgating Set,Complete set for grilling and tailgating fun.,25938,16002,51143,23632,89.99
834,9251252688,Portable Charger with Solar Panel,Eco-friendly charger with a built-in solar panel for outdoor use.,20330,10757,85054,336,45.99
835,3147934837,Roasted Sweet Corn,Sweet corn roasted to perfection for a delightful side.,12871,48641,72890,11448,1.99
836,6770282674,Training Soccer Ball,Durable training soccer ball for practice.,21727,79796,51418,78005,19.99
837,2014355606,Frozen Chicken Nuggets,Crispy chicken nuggets for quick meals.,22042,50285,82446,78311,4.49
838,1181916747,Foldable Picnic Table,Lightweight and portable picnic table for outdoor use.,8106,4976,82407,43087,49.99
839,3735109489,Automatic Pet Feeder,Programmable pet feeder for scheduled meals.,22657,68548,84343,38744,69.99
840,8763664429,Folding Pocket Knife,Compact knife with safety lock for everyday use.,29682,46981,73428,79940,24.99
841,0007307985,Maple Bacon Potato Chips,Savory potato chips with a hint of maple sweetness and crispy bacon flavor.,17211,28039,69431,91713,2.89
842,9636741581,Italian Sausage and Peppers,A flavorful blend of Italian sausage with sautéed peppers and onions.,28472,66055,7243,66663,8.99
843,9693592840,Honey Roasted Almonds,Sweet and crunchy roasted almonds.,9742,87942,101119,61806,4.99
844,0659563916,Buttermilk Pancakes,Fluffy pancakes with buttermilk flavor.,26839,49470,94638,16273,3.99
845,7900837248,Fleece Throw Blanket,"Super soft fleece blanket, perfect for coziness.",19668,76989,59784,12331,29.99
846,8092132054,Taro Chips,"Crispy chips made from taro root, a wonderful snack.",8931,41685,96780,5250,3.59
847,0628047746,Smoky BBQ Jackfruit,Pulled jackfruit in a smoky BBQ sauce for a tasty vegan dish.,28157,76512,48133,72726,4.99
848,8422933454,Spicy Tuna Rolls,"The perfect seafood snack, ready to eat and delicious.",23052,75052,26085,44762,6.49
849,1474420745,Banana Peanut Butter Smoothie,Frozen smoothie mix with bananas and peanut butter for a quick drink.,2330,33030,12570,53835,5.49
850,6347002892,Cilantro Lime Rice,"Easy-to-prepare rice with cilantro and lime flavors, great as a side.",10621,87831,24751,58844,2.99
851,9652882291,Lemon Herb Grilled Chicken,Tender grilled chicken marinated in lemon herbs.,17692,49707,19941,94571,9.99
852,6286145281,Interactive Plush Toy,"Soft, cuddly toy that interacts with children.",4374,3266,69451,51872,34.99
853,3243367093,Organic Brown Sugar,Natural sweetener for baking and cooking.,1323,46914,25220,23146,2.49
854,4029587682,Cat Tree,Multi-level cat tree for climbing and scratching.,10947,19367,38850,72097,99.99
855,6804281225,Portable Water Filter,Lightweight water filter for outdoor adventures.,23257,38426,48000,640,29.99
856,2106345011,Honey Mustard Dip,Sweet and tangy honey mustard dip for snacks.,6631,6226,38939,29378,3.29
857,6851878364,Sweet Pea Hummus,Creamy hummus made with sweet peas and tahini.,26836,25858,91111,33288,4.29
858,1271814188,Water Bottle with Built-in Fruit Infuser,Stay hydrated with refreshing flavored water.,26663,43880,117083,87438,18.99
859,9596783297,Hand Crank Blender,Manual blender for smoothies and mixing ingredients on the go.,25264,27673,40690,78439,18.99
860,5687261265,Tennis Racket,Lightweight tennis racket for beginners and advanced players.,28262,89440,57543,56316,89.99
861,9833990991,Roasted Garlic Pasta Sauce,A flavorful pasta sauce made with roasted garlic.,20615,36761,94608,99834,4.99
862,2881380360,Maple Almond Granola,Crunchy granola with maple flavor and almond pieces for breakfast.,5668,46898,101101,21554,5.49
863,9625189017,Slim Fit Chinos,Comfortable slim fit chinos for a polished look.,8240,28142,87091,75247,54.99
864,9403315644,Glass Water Bottle,Borosilicate glass water bottle with silicone sleeve.,21649,64561,88339,96850,25.99
865,2527165931,Portable Air Purifier,Compact air purifier to improve indoor air quality.,10559,63151,109118,57326,69.99
866,5433346587,Smart LED Light Strip,"Customizable RGB LED light strip, perfect for mood lighting.",23685,12535,36718,89617,29.99
867,0488717353,Handheld Vacuum,Cordless handheld vacuum for quick cleanups.,27410,47085,117909,21193,79.99
868,3955475158,Classic Cheesecake Mix,"A simple, no-bake cheesecake mix to create your own delicious cheesecake.",408,9857,51441,28419,4.99
869,8547239928,Almond Milk Yogurt,"Creamy yogurt made from almond milk, vegan-friendly.",22488,14580,102068,88156,1.99
870,2631746023,Brazil Nuts,"Rich in selenium, perfect for snacking or baking.",4352,68015,18103,98423,10.99
871,0300410085,Zucchini Noodle Pasta,"Low-carb zucchini noodles, perfect for a healthy alternative to pasta.",519,15568,100100,40065,3.99
872,7921503101,Sliced Olives,"Pitted black olives, perfect for salads and pizzas.",19901,66728,43341,15007,1.99
873,5892935140,Organic Apples,Crisp and delicious organic apples.,29766,61494,41907,68826,1.89
874,6289583727,Italian Sausage Links,Savory sausage links seasoned with Italian spices.,24005,55216,44184,96309,5.99
875,4324187576,Leather Biker Jacket,Stylish black leather jacket featuring a zip-up front and multiple pockets.,2063,88951,60511,2071,129.99
876,3197656571,Mediterranean Flatbread,"Artisan bread topped with olives, feta, and herbs, perfect for sharing.",545,10150,55957,55778,3.5
877,0191160474,Travel Orthopedic Pillow,Supportive pillow that provides comfort while traveling.,15767,32730,22738,23693,24.99
878,0418051216,Electric Screwdriver,Cordless electric screwdriver for home projects.,24857,70377,74920,81206,59.99
879,2814645102,Shoe Organizer,Vertical shoe rack for saving closet space.,14553,63457,66445,52098,39.99
880,4889566058,Reclining Camping Chair,Foldable reclining camping chair with cup holder.,3271,25808,110952,246,49.99
881,0444080058,Almond Milk Yogurt,"Creamy yogurt made from almond milk, vegan-friendly.",25580,9276,12994,30834,1.99
882,8915932323,Classic White T-Shirt,A timeless wardrobe staple crafted from soft cotton with a perfect fit.,2749,75268,41290,66746,19.99
883,5021660837,Quinoa Salad,"A nutritious quinoa salad with veggies and dressing, ready-to-eat.",19980,82583,45386,42551,5.99
884,2587432359,Balsamic Glazed Brussels Sprouts,Roasted Brussels sprouts drizzled with balsamic glaze.,8418,31871,53521,98199,4.99
885,4952762726,Frozen Mixed Vegetables,"A mix of carrots, peas, and corn, easy to stir-fry.",21629,36844,100270,86182,1.99
886,8500703148,Herbal Garden Starter Kit,Indoor gardening kit with herbs and pots.,19056,37803,102933,98891,24.99
887,5143077842,Stuffed Bell Peppers,Bell peppers stuffed with rice and vegetables,7802,64359,100575,928,5.99
888,6496194513,Thai Red Curry Paste,Spicy and flavorful curry paste for authentic Thai dishes.,22107,82051,51298,16308,3.99
889,8555413362,Electric Can Opener,Automatic can opener for easy meal prep.,11645,74566,104823,13058,29.99
890,5702341430,Creative Puzzle Game,Challenging and fun puzzle game for all ages.,4436,42580,56090,15072,19.99
891,9043759007,Vegetarian Stuffed Peppers,"Bell peppers stuffed with rice, beans, and spices, ready to bake.",20296,4215,110698,51228,4.99
892,6029564749,Honey Roasted Chickpeas,Crispy chickpeas roasted with honey for a sweet and satisfying snack.,4641,13713,24895,9931,3.29
893,0300594216,Vegetable Stir Fry Mix,A mix of fresh vegetables for quick stir-fries.,8938,68273,4879,46985,3.29
894,7136264340,Garden Tool Belt,Handy belt for carrying garden tools while working.,232,31061,111606,97815,22.99
895,7400312634,Black Bean & Corn Salad,"A fresh salad made with black beans, corn, and a zesty dressing, great for summer cookouts.",27632,57554,98463,57451,3.99
896,1702512738,Pasta Primavera Kit,Quick meal kit with pasta and fresh vegetables.,6041,38500,12134,11207,7.49
897,1868354385,Habanero Hot Sauce,Fiery hot sauce made with fresh habaneros and spices.,12278,19776,60914,64600,3.79
898,6230036150,Fashionable Belt Bag,Trendy belt bag for hands-free carrying.,17571,75716,62801,47320,34.99
899,8372365059,Wireless Security Camera,1080p wireless security camera with night vision.,17780,55918,9656,46199,109.99
900,9316795273,Tandoori Chicken Marinade,Delicious and tangy marinade for grilling or baking chicken.,9019,15175,80412,24919,2.49
901,6363179041,High-Pressure Handheld Shower Head,Shower head designed for a strong spray and complete coverage.,8951,2878,51206,64373,39.99
902,8914189562,Almond Flour Biscuits,Gluten-free biscuits made with almond flour.,27212,58444,28349,64761,6.49
903,5627486295,Sketchbook,High-quality sketchbook for artists.,28754,67074,102015,67426,14.99
904,0136582494,Natural Soy Candles,Eco-friendly soy candles with a variety of scents.,24562,88240,82737,14873,19.99
905,0870122568,Roasted Red Pepper Sauce,Savory sauce perfect for pasta or dipping.,13232,60249,102410,81867,3.29
906,2517851212,Self-Massaging Pillow,Comfortable pillow with built-in massage features.,28445,42020,95735,31322,49.99
907,4073178474,Blender Bottle,Portable mixer bottle for smoothies and protein shakes.,22211,80885,63814,7733,12.99
908,0775021660,Spicy Hummus,"Creamy hummus with a kick of spice, great for dipping.",2820,25576,99411,64022,3.49
909,4155552655,Classic Black Trousers,Timeless black trousers for a smart and sophisticated look.,9615,7911,10319,42840,54.99
910,4509080964,Children's Science Experiment Lab Kit,STEM-based kit for kids featuring cool science experiments.,18313,11773,49475,35280,29.99
911,9981383678,Kids' Science Experiment Kit,Engaging kit with science experiments for children.,21038,80158,92663,38428,29.99
912,0728930994,LED Disco Ball Light,Fun light that creates a disco atmosphere for parties.,25590,19086,49373,87996,19.99
913,4096601616,Pineapple Coconut Bars,Refreshing dessert bars made with pineapple and coconut.,4520,60348,51104,65690,3.79
914,6331356975,Almond Joy Bars,Chocolate-covered candy bars with coconut and almonds.,7926,981,115873,31302,1.29
915,8290261071,High-Waisted Skirt,"Chic high-waisted skirt, perfect for professional or casual settings.",13682,9339,99526,84738,34.99
916,4717233255,Handcrafted Wooden Coasters,Set of unique wooden coasters for drinks and decor.,18232,66042,43341,67786,19.99
917,8796119489,Peanut Butter Chocolate Clusters,Delicious clusters of peanuts and chocolate for a sweet treat.,18439,50086,118283,19199,2.99
918,9180500013,Roasted Garlic Butter,A flavorful spread made with roasted garlic and creamy butter.,18631,45018,80802,24845,3.29
919,4916728734,Turmeric Ginger Tea,A soothing tea blend with turmeric and ginger for wellness.,20993,23510,3420,17197,3.29
920,5233668084,Stainless Steel Grater,Multi-functional grater for cheese and vegetables.,9705,87573,117862,21087,14.99
921,7816324758,Electric Skillet,Versatile electric skillet for stir-frying and searing.,3982,24960,219,2823,49.99
922,7827870252,Vegetable Chips,Crispy and crunchy snack made from assorted vegetables.,6325,12948,19812,8073,3.99
923,5403009922,Wooden Blocks,Classic wooden building blocks for toddlers.,27302,30569,96406,68278,24.99
924,7111844106,Fitness Tracker Band,Affordable fitness tracker with heart rate monitor.,2803,65758,85581,10282,29.99
925,8315284592,Travel Document Organizer,"Organize travel documents, passport, and cards.",3526,4094,34707,66667,15.99
926,4853480269,Portable Hand Warmer,Rechargeable hand warmer for cold weather comfort.,7120,71672,40707,96261,24.99
927,9811429103,Pineapple Salsa,Fresh salsa made with pineapple and spices,26868,69324,45484,47322,4.29
928,9353532779,Glass Water Bottle,Borosilicate glass water bottle with silicone sleeve.,29046,31308,26447,89495,25.99
929,2811189270,Mango Chutney,Sweet and tangy mango chutney for a flavorful dip.,23003,51568,13121,28800,3.99
930,8159094345,Interchangeable Watch Bands,Set of stylish watch bands to customize your look.,6612,84299,48409,76880,24.99
931,1236160606,Self-Adhesive Wallpaper,Peel and stick wallpaper for easy home decor changes.,2448,53641,57861,97452,34.99
932,4397579040,DIY Candle Making Kit,Everything you need to make your own candles.,6634,59579,28243,73133,22.99
933,8886816901,Spicy Tuna Sushi Kit,Everything you need to make delicious spicy tuna rolls at home.,11647,10616,70056,32431,8.99
934,6736573068,Caramel Apple Taffy,"Sweet and chewy taffy flavored like caramel apples, great for fall.",11640,33622,57818,29526,1.99
935,1488080623,Reflective Safety Vest,Bright safety vest for outdoor visibility during any activity.,12201,36923,7482,75433,19.99
936,9169150494,Pet Travel Carrier,Comfortable carrier for small pets during travel.,22288,7000,14612,17858,39.99
937,1062387619,Fitness Tracker Band,Affordable fitness tracker with heart rate monitor.,26808,55394,13294,25376,29.99
938,0597461945,Beef Chili,"Hearty beef chili, ready to heat and eat.",16260,47749,36568,86105,4.5
939,8263313430,Adjustable Resistance Bands,Set of resistance bands for versatile strength training workouts.,21991,89329,61987,46929,39.99
940,7943339681,Bike Repair Tool Kit,Essential tools for bike maintenance and repair.,4024,50701,108410,35111,29.99
941,6835133449,Chipotle Black Bean Burger,"Spicy black bean burgers, great on the grill.",25901,70096,112955,48869,4.99
942,6609592810,Oven-Baked Cheese Crisps,Crispy cheese snacks that melt in your mouth.,26071,3413,114354,43887,3.99
943,5912246078,Kids' Science Experiment Kit,Engaging kit with science experiments for children.,18779,198,68893,3345,29.99
944,5781834060,Garden Tool Belt,Handy belt for carrying garden tools while working.,5256,58354,15915,75156,22.99
945,3579099582,Graphic Print Leggings,"Trendy leggings with a unique graphic print, versatile for workouts and casual wear.",5011,13543,454,58738,29.99
946,2069961842,Adjustable Garden Rake,Heavy-duty rake with adjustable width for different gardening needs.,21161,62958,68395,36730,22.99
947,2112666932,Scented Candle Set,Set of soothing scented candles for relaxation and ambiance.,9282,15962,36045,52572,24.99
948,4217593279,Mini Meatballs,Frozen mini meatballs that are great as a snack or in pasta dishes.,29644,7161,2586,9647,5.99
949,4125115524,LED Strip Light Kit,Flexible light strips for creative home decor.,16661,2882,22806,82955,39.99
950,2261107307,DIY Candle Kit,Everything you need to make your own scented candles at home.,8141,26388,104351,66233,34.99
951,3285475145,Biodegradable Trash Bags,Eco-friendly trash bags that break down naturally.,29486,71747,23718,38618,12.99
952,7067892597,Honey Roasted Peanuts,"Crunchy peanuts coated in honey, perfect for snacking.",22428,21845,54365,19951,3.19
953,3746780446,Laptop Stand,Adjustable laptop stand for better ergonomics.,7505,81605,90936,15854,29.99
954,6794270706,Motion Sensor Light,Battery-operated motion sensor light for safety.,21520,5906,30699,94359,19.99
955,8586602671,Free-Range Eggs,Fresh eggs from free-range chickens.,5675,25061,51912,16537,3.99
956,3777728179,Black Bean Salsa,Spicy salsa made with black beans and tomatoes.,28538,61158,25202,94830,3.49
957,0665654782,Nutty Granola Clusters,Crunchy granola clusters mixed with nuts and honey.,7327,2685,118428,43015,2.49
958,1776895061,LED Christmas Lights,Eco-friendly LED lights for festive decorations.,21494,13163,26734,25954,29.99
959,6858334726,Patterned Knit Scarf,Add a pop of color with this stylish patterned knit scarf.,22824,26346,32718,73663,25.99
960,4274211959,Garden Kneeler and Seat,Convertible kneeler and seat for gardening comfort.,8000,85828,49988,5411,39.99
961,7887929288,Memory Foam Mattress Topper,3-inch memory foam mattress topper for added comfort.,1617,21176,54899,60786,109.99
962,9576509491,Surimi Crab Sticks,"Synthetic crab meat sticks, great for salads and sushi.",13047,27375,50914,57134,4.19
963,8258343424,Smart Light Bulbs,Color-changing smart LED bulbs compatible with Alexa.,21526,16444,96031,19261,34.99
964,9516633706,Sweet Potato Mash,"Creamy mashed sweet potatoes, ready to heat and serve.",4895,9439,108754,24914,3.99
965,3833254939,Wireless Charging Station,Charge multiple devices with this sleek charging station.,23247,43701,94274,91811,39.99
966,1823221467,Coconut Cream Pie,Delicious pie filled with coconut cream and topped with whipped cream.,984,47671,86424,71433,9.49
967,6306675868,Ginger Turmeric Shots,Ready-to-drink shots made with fresh ginger and turmeric.,3462,67407,16431,4288,3.99
968,0155495828,Sriracha Hot Chili Sauce,Spicy and tangy chili sauce for adding heat to any dish.,24488,981,54766,78959,2.99
969,5904329253,Tomato Paste,"Concentrated tomato paste, great for sauces.",10891,49808,34065,36836,1.29
970,0989093476,Pet Training Pads,Absorbent training pads for puppies and kittens.,27530,77344,73117,15089,24.99
971,8759935073,Puzzle Game Set,Challenging puzzle game set for family entertainment.,21589,20651,118775,88281,34.99
972,2307321039,Mushrooms,"Fresh button mushrooms, great for cooking.",27102,6207,104193,53566,2.99
973,9005882018,Siphon Coffee Maker,Unique coffee brewing method for a flavorful experience.,3163,22855,88980,53945,49.99
974,3629902545,Peanut Butter Banana Smoothie,Smooth and creamy smoothie made with peanut butter and banana.,2711,77478,44999,17053,3.99
975,8192896528,Coconut Milk,Rich coconut milk for curries and desserts.,23534,85472,116298,95144,2.49
976,7766491419,Pasta Maker Machine,Manual pasta maker for creating fresh pasta at home.,20270,35353,47357,96538,59.99
977,6647378138,Classic Black Dress,A versatile black dress that can be styled for any occasion.,11900,2532,92771,18754,79.99
978,0647752875,Mediterranean Flatbread,"Artisan bread topped with olives, feta, and herbs, perfect for sharing.",23859,29634,9167,57565,3.5
979,5491041823,Jalapeño Cornbread,Spicy cornbread infused with jalapeños for a kick of flavor at your next meal.,4359,76750,43018,62581,3.29
980,6154474016,Californian Raisins,"Sweet dried raisins, perfect for snacks or baking.",29366,51950,4158,84374,3.19
981,3084281203,Cinnamon Rolls,"Sweet and gooey cinnamon rolls, ready to bake.",20334,88116,95666,93489,4.49
982,3360623185,Kombucha Drink,"Refreshing and tangy fermented tea, available in various flavors.",18337,49569,9384,18196,3.49
983,3874226034,Beet Salad,"Ready-to-eat beet salad with dressing, great side dish.",18287,74822,25429,7383,3.99
984,7815352995,Oven-Baked Cheese Crisps,Crispy cheese snacks that melt in your mouth.,1638,16810,11234,51079,3.99
985,1144266734,Spicy Garlic Edamame,"Steamed edamame tossed in a spicy garlic sauce, great for snacking.",18442,26553,83705,91701,3.99
986,9156760086,Camera Lens Cleaning Kit,Complete cleaning kit for camera lenses.,16491,15978,85907,46112,14.99
987,5815297453,Cocktail Shaker and Mixing Glass Set,Complete set for mixing cocktails at home.,11858,3896,55856,87321,39.99
988,6516848505,Pasta Salad Kit,All-in-one kit for making pasta salad easily.,8070,67288,17734,50515,5.99
989,2739336152,Water Bottle,Insulated water bottle for keeping drinks cold.,28485,79006,99339,72525,18.99
